-5.679212779277791334e+00	3.024583259758072407e-01	-2.727155692229943917e-01
2.893427327704484853e+00	9.615323106541709963e-01	9.882569989934311128e-01
-5.749799914107398102e+00	1.768297142879740047e-01	-3.110884131224514459e-01
-5.741931803209748608e+00	1.930507151250408782e-01	-2.928125606311008933e-01
-5.651401310471901418e+00	1.690878995901944071e-01	-2.326924476675021058e-01
-4.151329548132916436e+00	-1.169989113754986487e+00	-6.754274460260597523e-01
-4.972435565804738111e+00	-2.627831133076101791e-02	-2.762483547686141877e-02
-5.710486780625646297e+00	1.954796823258431460e-01	-2.902821000359966930e-01
-5.647762071766902814e+00	9.385951334648291733e-02	4.133947246918615731e-02
-5.727545282803521154e+00	1.833212785427268954e-01	-2.524067168364819702e-01
-5.405376447164622178e+00	7.180784283169826532e-01	-3.894491223245568623e-01
-5.702809691014307347e+00	8.104537332009800754e-02	-3.840780247670883552e-01
-5.506256007128845553e+00	3.539581283498687281e-01	-2.617363535484196202e-01
-5.762920698192095514e+00	2.213464935518504040e-01	-2.714459666725802522e-01
-5.738488514211126379e+00	2.027940245522094898e-01	-2.773448841214580796e-01
-8.538567829270043985e-01	-1.154121465288786341e+00	1.129022778568444130e+00
2.999197716186686336e+01	-3.283742105662283528e+00	-1.395235099259099165e+01
-5.791408053770105369e+00	1.724659859976003240e-01	-2.830051104948844709e-01
-5.774146373703738178e+00	1.820152870204928275e-01	-2.839429679934052930e-01
-4.918357635957269380e+00	5.753757565552147790e-01	-1.734450135796976600e-01
-4.579550371603952286e+00	-2.820813373838025884e-01	-9.556178268551012156e-01
-5.535374382299013796e+00	4.097961292424343038e-02	-2.606985168201177983e-01
-5.555928359717626996e+00	1.344148980731621479e-01	-1.816620236274462674e-01
-5.784952934190831897e+00	1.706968558984323647e-01	-2.815197739610615368e-01
-5.787612125238721816e+00	1.709498241157410003e-01	-2.801594654278127816e-01
5.177912656709016126e+00	-5.093336213205772900e+00	9.865020405344383292e+00
-1.520590502043381864e+00	2.051021869883729032e+00	-6.601106700506418345e-01
-5.756319801653833501e+00	1.623663333401413889e-01	-2.773660066946003200e-01
-5.718627631488067742e+00	1.802220191506862523e-01	-2.815578951855742251e-01
-5.472651109317545171e+00	-1.397273430253627990e-01	-4.866107582724937819e-01
-5.645729586614407047e+00	5.785211453066529952e-02	-4.330735127498246406e-01
-5.771553229993291012e+00	1.822983816049474071e-01	-2.869595102336891523e-01
-5.646447387831439180e+00	4.127698226985468399e-02	-2.427547657503837664e-01
-4.855103906220970877e+00	-2.120786055874810672e-01	-3.689562922256017785e-01
-5.426909554981063089e+00	5.166641922166673728e-01	-3.180353292960102496e-01
-5.706676501885093344e+00	8.138311456669322652e-02	-3.741234306489978345e-01
-5.362373219571291649e+00	5.272333112940749134e-01	-2.224901520401053046e-01
-5.420384690444410403e+00	5.876589454673425417e-01	-3.672314038456731544e-01
-5.709106220057385883e+00	1.932936470876178425e-01	-2.988000545187836643e-01
-5.739958812609547323e+00	1.623022732719957562e-01	-2.734173670507432652e-01
-5.694661310348677397e+00	1.044795101632772227e-01	-2.981877859289829846e-01
-5.695355701033661511e+00	1.944418883730117120e-01	-2.656775356877025818e-01
-5.746167658815583223e+00	1.712385460325702713e-01	-2.810070083111194106e-01
-4.323330179825539687e+00	2.077364786358180671e-01	-5.257787319846322083e-01
-5.349317639051560214e+00	4.893469377796830222e-01	-2.666202827164291800e-01
-5.779844720986685225e+00	1.684201589426009560e-01	-2.810917234259967534e-01
-4.435543198683253863e+00	-5.583099636065651517e-01	2.232685975674223167e-01
-5.708109222048372011e+00	1.767863790547509195e-01	-2.815143443029309300e-01
-5.785200272597633919e+00	1.734965451868017150e-01	-2.762979096766345899e-01
-5.705967400570056469e+00	1.400684482397374364e-01	-3.400644219031301319e-01
2.184539030575303187e+01	1.022630393289013462e+01	-7.072006539862279340e+00
-5.702237081269028174e+00	1.213205396795963842e-01	-2.896225283049395083e-01
-5.621500232624009108e+00	9.957833811297202298e-02	6.468542094913420915e-02
-2.006234308623046358e-01	-3.540836613484655171e+00	7.501446265271128899e-01
-1.876621659042138957e+00	3.910281640077002963e-01	2.660770555771156509e+00
-1.114300055208208295e-01	5.359066290894218265e-02	5.748001324082132601e-01
-5.490422957155172590e+00	1.118073943890328208e-02	-1.941677710161332227e-01
-5.463782725284207054e+00	-3.037164599270223472e-03	-4.970416806661201448e-01
-5.759602946277689206e+00	1.979279414617373389e-01	-2.904454477630269982e-01
-5.241588984903137849e+00	5.549278205776318057e-02	-1.905015411998837727e-01
-5.672141452793552752e+00	2.905218486093023023e-01	-2.598643903669102806e-01
1.084200123667014992e+01	-1.085187665595160311e+01	-4.128716844610976544e+00
-5.743389760362503260e+00	1.814678298257361988e-01	-2.905816586190725914e-01
